"°"
"aproximadamente"
"aquel"
"aquella"
"aquellas"
"aquellos"
"aquí"
"arábiga"
"arada_kalama"
"a_raíz_de"
"arajam"
"arando"
"árbol"
"arbórea"
"área"
"arenisca"
"argumentan"
"arhat"
"arijant"
"arjat"
"armonía"
"arregló"
"arroz"
"ʱārt"
"arte"
"arteria"
"artes"
"asalha_puja"
"asceta"
"asceta.39"
"ascetas.56"
"ascética"
"ascetismo"
"asegurado"
"aseguró"
"asesinos"
"así"
"asia"
"asiático"
"así_como"
"Ásita"
"asoka"
"asokavadana"
"aspecto"
"aspectos"
"assaji"
"asvagosa"
"atención"
"atento"
"atman"
"atraer"
"a_través_de"
"atribuible"
"atribuidas"
"atribuye"
"aún"
"aún_así"
"aún_cuando"
"aunque"
"austeridad"
"autoridad"
"avatar"
"avatares"
"avidez"
"ayacana_sutra"
"ayudante"
"ayudantes"
"azufaifo"
"azul"
"b"
"bagavata"
"bagavati"
"bahá'í"
"bajo"
"bañar"
"bandera_de_india_india_nombre"
"bandera_de_nepal_nepalred"
"barrenderos"
"basa"
"basada"
"basado"
"batir"
"bebe"
"bebé"
"beber"
"benarés"
"bengala"
"bernardo_bertolucci"
"bhagava"
"bhagavat"
"bhaguan"
"bhallika,47"
"bhante"
"bho"
"bhopal"
"bibliografía"
"bibliográficas"
"biblioteca_británica"
"bien"
"bihar"
"biku"
"bimbisara"
"biografía"
"biografía_concepción"
"biografías"
"biográficas"
"birmania"
"blanco"
"blancos"
"blancos.55"
"boda"
"bodh_gaya"
"bodhi"
"bodi"
"bodisatva"
"borobudur"
"bosques"
"brahmā"
"brahmanes"
"brahma_sahampati"
"brahmín"
"brilla"
"brillante"
"británica"
"británico"
"bud"
"buda"
"buda.33"
"buda.69"
"budacarita"
"buda_gautama"
"budagosa.21"
"buda_gotama"
"buda_guatama"
"buda_kassapa_buda_gautama_buda_maitreya"
"buda_purnima"
"budas"
"budasaf68"
"buda_sidarta_gautama"
"buddha"
"budismo"
"budismo.3"
"budismo_cualidades_el_buda"
"budista"
"budistas"
"budistas.22"
"búdja"
"budo"
"buen"
"buscado"
"buscando"
"búsqueda"
"c."
"c"
"caballo"
"caballos"
"cabello"
"cabellos"
"cabezas"
"cada"
"cadáver"
"cae"
"caída"
"calculado"
"calendario"
"calles"
"calmos"
"camino"
"campo"
"caníbales"
"canon"
"cánones"
"canónica"
"canónico"
"canon_pali"
"cantaba"
"canto"
"cantó"
"caodaísmo"
"capacidad"
"capacitadas"
"capaz"
"caperuza"
"capital"
"carácter"
"caracteres"
"características"
"caracterizan"
"carne"
"carros"
"casa"
"casar"
"cascos"
"casi"
"castas"
"castellano"
"catedráticos"
"causa"
"causar"
"cayendo"
"ceilán"
"celebración"
"celebraciones"
"celebrada"
"celebrado"
"célebre"
"celebró"
"c._en"
"central"
"cerca"
"cercanos"
"cerdo"
"ceremonia"
"cesar"
"c._finalmente"
"chakravarti"
"chana"
"charla"
"chatria"
"chatria,29"
"china"
"chinas"
"chino"
"chinos"
"cielo"
"cielos"
"cienciología"
"ciertas"
"cierto"
"cierto.28"
"ciertos"
"ciervos"
"cinco"
"cine"
"cine_prem_sanyas"
"ciudad"
"ciudad_de_kushinagar"
"ciudad_de_lumbini"
"ciudades-estado"
"clanes"
"clara"
"claramente"
"claridad"
"claro"
"clear76"
"clones"
"c._museo"
"cochero"
"codependiente"
"colección"
"colecciones"
"colmillos"
"colores"
"colorida"
"come"
"comer"
"cómica"
"comida"
"comió"
"como"
"cómo"
"compañeros"
"complacencia"
"complejo"
"complejos"
"complementaria"
"completa"
"completamente"
"completan"
"completo"
"comportaba"
"comprender"
"comprendidas"
"comprendió"
"comprensión"
"compuesta"
"compuesto"
"compuestos"
"común"
"comunes"
"comunicación"
"comunidad"
"comunidades"
"comúnmente"
"con"
"concebido"
"concedido"
"concentración"
"concentrado"
"concepción"
"concepto"
"concesión"
"conciencia"
"concienzuda"
"concilio"
"condición"
"condicionado"
"conduce"
"conducía"
"conducta"
"con_excepción_de"
"confederación"
"conferencias"
"confirmadas"
"conflicto"
"conforme_a"
"conoce"
"conocen"
"conocidas"
"conocido"
"conocimiento"
"conoció"
"conquista"
"consagradas"
"conservados"
"considera"
"considerada"
"considerado"
"considerados"
"consideran"
"consistente"
"constante"
"construcción"
"construido"
"consumió"
"contando"
"contenido"
"contienen"
"continua"
"continúa"
"continúan"
"continuó"
"contrario"
"convenciese"
"convenció"
"conversión"
"convertidos"
"convertirá"
"convertiría"
"convierte"
"convierten"
"convirtiéndose"
"convirtieron"
"convirtiese"
"convirtió"
"convite"
"coronación"
"correcta"
"correctas"
"correcto"
"correctos"
"correr"
"corteza"
"cosas"
"cosmología"
"costado"
"costumbre"
"cotidiana"
"cotidianas"
"cotidianidad.26"
"c._período_gandjara"
"crea"
"creación"
"crear"
"creciente"
"crecimiento"
"cree"
"creen"
"creencias"
"creíble"
"cremación"
"cremado"
"creyeron"
"creyó"
"criado"
"crisol"
"cristiana"
"cristiano"
"cristo"
"cristo15"
"cristo.73"
"crónicas"
"cronologías"
"cronológica"
"cronológico"
"c._siguió"
"cual"
"cuales"
"cualquier"
"cuán"
"cuando"
"cuánto"
"cuantos"
"cuatro"
"cubrió"
"cubrir"
"cuenta"
"cuentan"
"cuerda"
"cuerpo"
"cultura"
"cunda"
"cuya"
"cuyas"
"d"
"dalái_lama_tenzin_gyatso"
"damas"
"dan"
"daño"
"daños"
"dar"
"darma"
"darmaguptaka"
"darse_cuenta"
"data"
"databan"
"datos"
"de"
"de_acuerdo_con"
"debajo_de"
"debe"
"deben"
"debería"
"debía"
"debido_a"
"debilitado"
"débilmente"
"debió"
"decadentes"
"decena"
"decidido"
"decidió"
"décima"
"decir"
"decisión"
"declive"
"dedicada"
"dedicó"
"defender"
"defiende"
"definitivamente"
"definitivas"
"defunción"
"deidades"
"deja_rajagaha"
"dejase"
"dejó"
"delegación"
"delegaciones"
"delegados"
"deleites"
"delgado"
"demás"
"demonios"
"demostrar"
"de_ninguna_manera"
"dentro_de"
"departía"
"dependientes"
"deprimieron"
"der"
"derecho"
"des"
"desacuerdo"
"desaparecida"
"desarrollando"
"desarrollo"
"descendiente"
"descendió"
"descenso"
"descomposición"
"describió"
"describir"
"descripción"
"descripciones"
"descrita"
"descrito"
"descubierta"
"descubrimiento"
"descubrió"
"descubrir"
"desde"
"deseaba"
"desear"
"deseo"
"deshecho"
"designado"
"desistiera"
"despertar"
"despierto"
"despierto_samasambudo"
"desplaza"
"después"
"después_de"
"destacados"
"destacar"
"destina"
"destinado"
"destinados"
"destruido"
"destruir"
"desvanecimiento"
"detalles"
"detener"
"detenido"
"deva"
"devanagari"
"devas"
"devata"
"devocional"
"dhammacakkappavattana_sutra"
"dhyana"
"d,i:115"
"d,i:142"
"día"
"dialectos"
"días"
"dibujado"
"dice"
"dicen"
"dicha"
"dichas"
"dicho"
"dichos"
"dichoso"
"diciéndonos"
"diente"
"dieron"
"diestramente"
"diez"
"diferente"
"diferentes"
"difícil"
"difusión"
"difuso"
"diga"
"diga_nikaya"
"dignidad"
"digno"
"dijo"
"diligencia"
"dimensión"
"dinastía"
"dinesh_subasinghe"
"dio"
"dios"
"dioses"
"dios_visnú"
"dipavansa"
"dirigida"
"discernimiento"
"disciplinarios"
"discípulo"
"discípulos"
"discurso"
"discursos"
"disminución"
"disponen"
"dispuesto"
"distantes"
"distinción"
"distintas"
"distrito"
"diversas"
"diversos"
"divina"
"divinidad"
"divino"
"dn"
"dn14"
"doble"
"doce"
"doctores"
"doctrina"
"documentación"
"documentales"
"dolor"
"doloros46"
"dominados"
"dominantes"
"dominar"
"dominio"
"donación"
"donación_de_la_fundación_elisabeth_de_bóer"
"donde"
"dorado"
"dormir"
"dos"
"dotado"
"drama"
"dualidades"
"duchas"
"duda"
"dudley_buck"
"duka"
"dukkha"
"duodécimo"
"durante"
"duró"
"e"
"edad"
"ediciones"
"edictos_de_asoka"
"editar"
"editorial77"
"educado"
"edwin_arnold"
"edwin_arnold_pequeño_buda"
"ejemplo"
"ejército"
"el"
"él"
"Él"
"elaborada"
"el_buda"
"el_diga_nikaya"
"electo"
"elefante"
"elefantes"
"elegido"
"elementos"
"elevados"
"eliminar"
"ella"
"ellas"
"ello"
"ellos"
"el_majavastu"
"elogiadas"
"embargo"
"emergiendo"
"emperador"
"empero"
"empezó"
"emplaza"
"emprende"
"en"
"encabezada"
"encarnación"
"en_consecuencia"
"encontraba"
"encontrada"
"encontrado"
"encontrados"
"encontrar"
"encontró"
"encuentra"
"encuentran"
"encuentros"
"endurecer"
"enfatizar"
"enfatizó"
"enfermedad"
"enfermo"
"enfermos"
"enlaces"
"en_la_india"
"en_lugar_de"
"enroscó"
"enseñado"
"enseñando"
"enseñándole"
"enseñanza"
"enseñanzas"
"enseñanzas_véanse"
"enseñar"
"enseñaría"
"enseñó"
"entender"
"entendería"
"entendimiento"
"entera"
"enterar"
"enterneció"
"entonces"
"entra"
"entraba"
"entrada"
"entran"
"entrar"
"entre"
"entregar"
"entregó"
"enumeran"
"envejecían"
"envejecimiento"
"en_vez_de"
"envió"
"eón"
"épico"
"epifanía"
"episodio"
"época"
"era"
"eran"
"ermitaño"
"erróneas"
"erudita"
"eruditos"
"es"
"esa"
"escépticos"
"escribe"
"escribió"
"escrita"
"escritas"
"escrito"
"escritora"
"escritos"
"escritura"
"escrituras"
"escuchó"
"escuela"
"escuelas"
"escultura"
"escurrió"
"ese"
"esencia"
"esforzó"
"esfuerzo"
"esfuerzos"
"eso"
"esotéricas"
"espacio"
"español"
"especialmente"
"espíritu"
"espiritual"
"esplendor"
"esposa"
"esquelético"
"esquema"
"esta"
"está"
"estaba"
"estaban"
"establecida"
"estado"
"estados"
"están"
"estando"
"estar"
"estas"
"estatua"
"estatua_de_gautama"
"este"
"estilo_ganjara"
"estimaciones"
"esto"
"estos"
"éstos"
"estratificación"
"estribaciones"
"estricto"
"estructura"
"estructuración"
"estructurada"
"estructuras"
"estudiosos"
"estupa"
"estupa_dhamek"
"estupa_kanishka"
"estupas"
"estupas.58"
"etapa"
"etc."
"eterno"
"ética"
"etimología"
"etimología_la"
"evaporan"
"eventos"
"evitando"
"evitar"
"exacerbado"
"exacto"
"examinó"
"excepto"
"exclusiva"
"existe"
"existen"
"existencia"
"existencialista"
"existían"
"existió"
"experiencia"
"expertos"
"explicar"
"explicó"
"exponiendo"
"extendió"
"extensa"
"externas"
"externos"
"extinto"
"extraterrestres"
"extremas"
"extremo"
"extremos"
"fallecimiento"
"falso"
"faltaron"
"fama"
"familia"
"familiarizado"
"familias"
"famosa"
"famosamente"
"fascículos"
"fase"
"fa_xian"
"fe"
"fecha"
"fechada"
"fechado"
"fechar"
"fechas"
"feliz"
"festival"
"fiesta"
"figura"
"figuras"
"filosofía"
"final"
"finales"
"finalmente"
"física"
"físicas"
"floja"
"florecimiento"
"fluyó"
"fonética"
"forma"
"formación"
"formador"
"forman"
"fotografía"
"fragmento"
"fragmentos"
"franco-británica"
"franz_osten"
"frases"
"frecuencia"
"fritz_mauthner"
"fronteras.54"
"fruto"
"fue"
"fuente"
"fuentes"
"fuera_de"
"fueron"
"fuerte"
"fuerzas"
"funcionó"
"fundamentales"
"fundó"
"futuro"
"gana-sangha"
"gana-sanghas.35"
"gandjara"
"gandjari"
"ganges"
"garuda"
"gaut"
"gautama"
"gautamá"
"gautama.4"
"gautama_buda"
"gautama_buddha"
"general"
"generalmente"
"gente"
"gesto"
"girar"
"giros"
"globo"
"gobernada"
"gobernantes"
"gobierno"
"golpeado"
"gotama"
"gótama"
"gotami.38"
"gracia"
"gracias_a"
"gradual"
"gran"
"grecobudistas"
"gritaba"
"grupo"
"guapo"
"guardias"
"gubernamental"
"guerra"
"guerrero"
"guerreros"
"guía"
"guiar"
"gupta"
"gustos"
"h"
"ha"
"haber"
"había"
"habido"
"hábil"
"habilidades"
"hablar"
"hablará"
"hace"
"hacen"
"hacer"
"hacia"
"hacía"
"haciendo"
"hadda"
"hahavana"
"hajime_nakamura"
"hallaría"
"hallazgos"
"halo"
"hambre"
"han"
"hasta"
"hay"
"haya"
"hecho"
"hechos"
"hedonismo"
"heredero"
"hermann_hesse"
"hermano"
"hermanos"
"hermosa"
"herrero"
"higuera"
"hijo"
"hikaru_nakamura"
"himalaya.4"
"himansu_rai"
"himno"
"hindúesg"
"hinduistas"
"historia"
"historiadores"
"historiadores.13"
"histórica.27"
"histórica:64"
"históricamente"
"históricas"
"histórico"
"históricos.63"
"hoja"
"hombre"
"hombres"
"homenaje"
"honoríficos"
"honró"
"horrores"
"hostiles"
"hubiese"
"huella_de_el_buda"
"hueso"
"huisheng"
"humana"
"humana.34"
"humanidad"
"humanidad.75"
"humano"
"humano:24"
"humanos"
"hunos"
"i"
"ideas"
"identidad"
"idioma"
"idiomas"
"ido"
"iglesia_ortodoxa_oriental"
"ignorancia"
"iguala"
"igualitaria"
"ii"
"iii"
"iksuakú"
"iluminación"
"iluminado"
"iluminados"
"ilusión"
"ilustra"
"ilustración_de_el_sutra_astasahasrika_prajnaparamita"
"impartidas"
"impelido"
"imperio_maurya"
"imperio_maurya_por_asoka"
"importancia"
"importante"
"importantes"
"imposición"
"impurezas"
"imputadas"
"incidente"
"inciertas"
"incitan"
"incluía"
"incluido"
"incluidos"
"incluso"
"incluyen"
"incrementó"
"incuestionable"
"inda"
"india"
"india_escenas"
"indican"
"Índice"
"indio"
"indio.55"
"indisciplinado"
"individuo"
"indoarias"
"índole"
"inequívocamente"
"inestructurada"
"infalibilidad"
"infancia"
"infarto"
"influencia"
"influido"
"información"
"ingerir"
"inglés"
"inherente"
"inicialmente"
"inició"
"inicios"
"inmediatamente"
"inminente"
"insalubres"
"insatisfecho"
"inspiración"
"insta"
"instancia"
"instrucciones"
"instrumento"
"insuperable"
"íntegra"
"inteligente"
"intención"
"intentaban"
"intentaron"
"intentos"
"interacción"
"intermediario"
"internet"
"interpretaciones"
"interrogante"
"intoxicación"
"introspección"
"inv"
"invasión"
"invitan"
"invitó"
"iris"
"iv"
"j"
"jain"
"jaipur"
"jakata"
"jalalabad"
"jamás"
"jardín"
"jataka.16"
"jatakas"
"jefe"
"jerarquías"
"jerarquizadas"
"jesús"
"jina"
"jinendra"
"josafat"
"joven"
"juicio"
"juicios"
"junto_a"
"junto_con"
"juntos"
"jurando"
"justa"
"justo"
"kalamas"
"kalinga"
"kalki"
"kalpa"
"kaludayi,49"
"kantaka"
"kapilavastu"
"kapilesvara"
"karen_armstrong"
"karma"
"karosti"
"karuna_nadee"
"kassapa"
"kaundinya"
"klesa"
"koli"
"kosala"
"kosala.4"
"kripasaran"
"krisná"
"kusan"
"kusavati"
"kushinagar"
"kushinara"
"l"
"la"
"labrado"
"lado"
"lakana"
"lalitavistara"
"lamentando"
"laos"
"lao-tsé"
"lao-tsé71"
"largo"
"las"
"le"
"leche"
"lee"
"legitimidad"
"lejos"
"lejos_de"
"lenguaje"
"lenguas"
"león"
"les"
"letzte"
"levantada"
"levantaría"
"leyenda"
"liberación"
"liberado"
"liberar"
"libre"
"libros"
"líder"
"limita"
"limitada"
"limosna"
"limosnas"
"linaje"
"línea"
"literatura"
"literatura_la"
"litografiada"
"litúrgico"
"llamada"
"llamadas"
"llamado"
"llamados"
"llanura"
"llega"
"llegada"
"llegado"
"llegando"
"llegar"
"llegaría"
"llegaron"
"llegó"
"lleguen"
"llena"
"lleno"
"lleva"
"llevado"
"llevan"
"llevando"
"llevar"
"llevó"
"llevó_a_cabo"
"lluvias"
"lo"
"logra"
"logrado"
"lograr"
"logro"
"logró"
"lokavidu"
"lokotara"
"lokotaravada"
"londres"
"longitud"
"los"
"luchemos"
"luego"
"luego_de"
"lugar"
"lumbini"
"luna"
"lunar"
"lunares"
"luz"
"m"
"madre"
"madre_tierra"
"madurado"
"madurez"
"maestro"
"maestros"
"magadha"
"magadja"
"magnánimamente"
"mahākaccāna"
"mahakashyapa"
"mahamassata"
"mahapajapati"
"mahapajapati_gotami"
"mahaparinibbana_sutra"
"mahasthavir,57"
"maituna"
"majakasyapa"
"majapadana"
"majapadana_sutra"
"majaprajapati_gotami"
"majapurusa"
"majasamgika"
"majavansa"
"majavastu"
"majavira,53"
"majayana"
"majayanapadas"
"majllima_nikaya"
"maligawage_sarlis"
"malla"
"manera"
"manga"
"mani"
"manifestación"
"maniqueísmo"
"mano"
"mantuvo"
"manuscrito"
"manuscritos"
"mara"
"maravilloso"
"marcas"
"marrón.66"
"martirologio"
"marzo"
"mas"
"más"
"más.14"
"más_allá_de"
"mataran"
"material"
"materna"
"maternidad"
"materno"
"mathura"
"matrimonio"
"maudgalyayana"
"máximo"
"maya"
"maya_devi"
"mayadeví"
"mayo"
"mayor"
"mayores"
"mayoría"
"mediante"
"medicinas"
"medida"
"medio"
"medios"
"meditación"
"meditativa"
"mejor"
"memorizadas"
"menciona"
"mendicante"
"menores"
"menos"
"mensaje"
"menudo"
"meramente"
"mercaderes"
"mérito"
"mes"
"mesa"
"mesentérica"
"mesenterio"
"meses"
"mesías"
"meta"
"método"
"mettanando"
"mi"
"michael_carrithers"
"miel"
"miembros"
"mientras_que"
"milagros"
"milagroso"
"milagrosos"
"miles"
"militarmente"
"millones"
"minutos"
"mío"
"misal"
"miserias"
"misma"
"mismo"
"misterio"
"mítica"
"mítico"
"mitológico"
"mn123"
"moderación"
"modernas"
"modernos"
"modos"
"moisés"
"momento"
"monarca"
"monarquía"
"monárquica"
"monasterio"
"monasterios"
"monásticas"
"monja"
"monjas"
"monje"
"monjes"
"montaña"
"montando"
"monumentos"
"morir"
"mortal"
"mortalidad"
"mortificación"
"motivación"
"motivada"
"motivo"
"movimiento"
"mucalinda"
"muchas"
"mucho"
"muchos"
"muda"
"mudrá"
"muere"
"muerte"
"muerto"
"muertos"
"muestra"
"mujeres"
"mundana"
"mundo"
"mundos"
"murió"
"museo"
"museo_de_victoria"
"museo_nacional_de_tokio"
"museo_rietberg"
"música"
"musical"
"música_la"
"musulmana"
"musulmanes"
"muy"
"n"
"nace"
"nacería"
"nacido"
"nacimiendo"
"nacimiento"
"nació"
"nación"
"nada"
"nagas"
"nalanda"
"nanda"
"narasija_gata"
"narra"
"narraciones"
"narran"
"narrando"
"natal"
"natural"
"naturaleza"
"necesitar"
"negó"
"nepal"
"ni"
"nidanakata"
"nidanas"
"nikaya.65"
"niña"
"ningún"
"ninguno"
"niño"
"nirvana"
"nirvana_véanse"
"nivel"
"no"
"noble"
"nobles"
"noche"
"nociones"
"nombre"
"nombres"
"no_obstante"
"norma"
"normalización"
"normas"
"noroeste"
"norte"
"nos"
"no_sólo"
"notables"
"notado"
"notas"
"notasen"
"noticia"
"notoria"
"novela"
"novena"
"noveno"
"noviembre"
"nuestra"
"nuestro"
"nuestros"
"nueve"
"nuevo.43"
"nuez"
"número"
"numerosos"
"nunca"
"o"
"o_bien"
"objetivo"
"obligado"
"obsesionado"
"obstáculos"
"ocasionados"
"ocasiones"
"occidentales"
"ocho"
"óctuple"
"ocular"
"ocultar"
"ocupados"
"ocurrió"
"odio"
"oferta"
"oficial"
"ofrece"
"ofrecido"
"ofreciendo"
"ofreció"
"ofrenda"
"oligarquía"
"omitir"
"omnisciencia"
"opinión"
"opiniones"
"oral"
"oratorio"
"orden"
"ordena"
"ordenación"
"ordenar"
"orfebre"
"origen"
"originación"
"originado"
"originalmente"
"orissa"
"orissak"
"oro"
"osamu_tezuka"
"ot"
"otoñal"
"otorga"
"otra"
"otras"
"otro"
"otros"
"p"
"pacífica"
"padre"
"países"
"pakistán"
"pala"
"palabra"
"palabras"
"palacio"
"palacios"
"pali"
"pali_de_sri_lanka"
"palma"
"palmera"
"panel"
"paño"
"para"
"paranirvana"
"paranirvāṇa"
"paranirvana_la"
"paranirvana_véase"
"parece"
"parecen"
"parejas"
"parque"
"parques"
"parte"
"particular"
"partida"
"partió"
"parto"
"pasado"
"pasajeras"
"pasar"
"paso"
"pasó"
"paz"
"pedido"
"pedir"
"película"
"peligroso.48"
"pelo"
"pensaron"
"penúltima"
"pequeña"
"perfeccionado"
"perfecta"
"perfectamente"
"periodo"
"período"
"periodos"
"permitírselo"
"pero"
"personaje"
"personalidad"
"personas"
"perturbar"
"pesaba"
"pese_a"
"peshawar"
"petición"
"pide"
"pidiendo"
"pidió"
"pie"
"piensan"
"pies"
"pilares"
"pintura"
"piprahva"
"pitaka"
"pizarra"
"placer"
"placeres"
"plenamente"
"poca"
"poco"
"pocos"
"podemos"
"poder"
"podía"
"podría"
"podrían"
"poema"
"poeta"
"política"
"político"
"pone"
"por"
"por_ejemplo"
"por_lo_general"
"porque"
"posee"
"poseedor"
"posibilidades"
"posible"
"posiblemente"
"posteriores"
"posteriormente"
"posteriormente_a"
"potencial"
"practica"
"práctica"
"practicaban"
"practicado"
"prácticamente"
"prácticas"
"preceden"
"precedida"
"preceptos"
"precisaba"
"preciso"
"predecesores"
"predicción"
"predijesen"
"predijo"
"preguntó"
"preocupaba"
"preocupaban"
"preocupación"
"preparaban"
"preparado"
"presencia"
"presentaron"
"presente"
"presidir"
"presuntas"
"presunto"
"prima"
"primer"
"primera"
"primeras"
"primero"
"primeros"
"primos"
"princesa"
"principal"
"principales"
"principalmente"
"príncipe"
"principesco"
"principios"
"privación"
"probable"
"proceso"
"procura"
"producto"
"produjo"
"profecía"
"profecías"
"profeta"
"profundo"
"progresiva"
"promesa"
"promete"
"pronto"
"pronunciación"
"pronunciada"
"propagó"
"propia"
"propio"
"propósito"
"prosperando"
"protección"
"protector"
"protegió"
"protestó"
"proveer"
"provenientes"
"proviene"
"provocados"
"próxima"
"prudente"
"prudentes"
"pruebas"
"psique"
"publicaciones"
"publicada"
"publicado"
"pudiera"
"pudo"
"pueda"
"puede"
"pueden"
"pues"
"punna"
"punto"
"puntos"
"purana"
"puso"
"putativa"
"q"
"que"
"quedándose"
"quería"
"quien"
"quienes"
"quinto"
"r"
"radiante"
"raelianos"
"raíces"
"rajagaha"
"rajgir"
"rajula"
"r._ambedkar"
"rangún"
"ranjana"
"rastreada"
"rasura"
"razón"
"razonable"
"razones"
"razonó"
"reacio"
"real"
"reales"
"realidad"
"realizados"
"realizando"
"realmente"
"rechaza"
"rechazo"
"recibida"
"recibido"
"recibió"
"recién"
"reciente"
"recientes"
"reclinado"
"reconocen"
"reconocer"
"reconsiderar"
"reconsidere"
"recordado"
"recordándole"
"recordar"
"recorrer"
"recorrido"
"recuerda"
"recuerdo"
"red"
"redefinir"
"reencarnación"
"referencias"
"refiriéndose"
"reflejan"
"reflejar"
"reflexionó"
"reformadores"
"refrescante"
"región"
"regiones"
"registran"
"registro"
"registros"
"reglas"
"regresa"
"regresar"
"reina"
"reinado"
"reino"
"reinos"
"relacionadas"
"relámpago"
"relatan"
"relato"
"relatos"
"relicario"
"relieve"
"religiones"
"religiosa"
"religiosas"
"religioso"
"religiosos"
"relinche"
"reliquia"
"reliquias"
"reliquias_véanse"
"rendir"
"renuncia"
"renunciar"
"renunció"
"repartidas"
"reparto"
"repetidamente"
"replicó"
"reportes"
"representa"
"representación_afi_para_el_sánscrito"
"representación_de_el_buda"
"representaciones"
"representado"
"república"
"república.36"
"repúblicas"
"repulsión"
"reputación"
"resarcir"
"resguarda"
"resguardadas"
"reside"
"residencia"
"respecto_de"
"respeto"
"resplandece"
"restando"
"resto"
"resumidas"
"resurgimiento"
"retiraría"
"retiro"
"retrocediera"
"reunió"
"reunir"
"revelada"
"revistas"
"rey"
"reyes"
"rigor"
"rigurosas"
"riqueza"
"rodeado"
"rodean"
"rodearon"
"rollos"
"romanizado"
"romano"
"rompería"
"ronda"
"rubíes"
"rueda"
"rueda_de_la_ley"
"ruta"
"rvi"
"s"
"saber"
"sabía"
"sabiduría"
"sabio"
"sabio1"
"sadu"
"sagrada"
"sagrado"
"sagrados"
"sakia"
"sakia,4"
"sakiamuni"
"sakiamuni_gautama"
"sakyasimha"
"sala"
"salvación"
"sammāsambodhi"
"sampādethā"
"samsara"
"samyaksambodhi"
"samyutta_nikaya"
"sanchi"
"sanga"
"sangas"
"sangha"
"sangrienta"
"san_josafat"
"sankara"
"saṅkhārā"
"sánscrito"
"santa"
"santo"
"santo.32"
"santuario"
"sariputra"
"sarira"
"sarnath"
"sarvastivada"
"sastr"
"satadeva_manusanam"
"satisfacen"
"satisfactorio"
"se"
"sé"
"sea"
"sean"
"sección"
"seda"
"sede"
"seglar"
"seguida"
"seguido"
"seguidores"
"seguir"
"según"
"segundo"
"seguridad"
"seis"
"selectas"
"selvas"
"semanas"
"semblante"
"señales"
"senda"
"sendero"
"señoríos"
